Tweets,Sentiment (All)
malaysia expm muhyiddin yassin set charged corruption,NEGATIVE
jawatan kosong mewahoils co mewah group,NEUTRAL
jawatan kosong adabi consumer industries,NEUTRAL
missing cat cat lost vim menjarala kepong call,NEGATIVE
cute anime,POSITIVE
kacak bergaya persis pahlawan sejatistylish wear like true warrior check central market lumpurs video,POSITIVE
malaysia expm muhyiddin yassin set charged corruption tv,NEGATIVE
bersatu youth chief wan fayhsal wan kamal accuses pakatan harapan barisan trying kill them,NEGATIVE
malaysia airlines mh went missing today,NEGATIVE
sorry busy sikit lepas dm pm ye abg deal kat whatsapp,NEGATIVE
fuh effort bts tu aku credit lh dkt abg cameraman ni mesti best cerita ni instagramzone,POSITIVE
sri sendayan mosque masjid sendayan sembilan pfull video at,NEUTRAL
diana danielle fail cerai farid kamil via,NEGATIVE
vlog upstream ikan tengas,NEUTRAL
best citer ni korang kena tgk horror belajar smthg citer ni star instagramofficial,POSITIVE
best malaysian street foods try lumpur,POSITIVE
golden screen cinemas menayangkan filem all voices louis tomlinson mulai mac,NEUTRAL
yeay kadang yong kadang jia semoga men single yg trus improve jugak,POSITIVE
fak la game ni macam final nervous dia,NEGATIVE
enjoy mrt putrajaya line free ride st march,POSITIVE
overall im happy sbb ampang park cheras xsmpai min thanks mrt putrajaya line,POSITIVE
free rides mrt putrajaya line guys,POSITIVE
hahaha excited betulkredit tt,POSITIVE
jawatan kosong standard chartered,NEUTRAL
michelle yeohs mom glammed up oscar proud sister asian country sayang awak,POSITIVE
rip finger telunjuk hrs ps im really bad editing ngl,NEGATIVE
tanjung rhu beach is well beachy youll find piece paradise langkawi island malaysia lets go,POSITIVE
jawatan kosong senai airport terminal services,NEUTRAL
salam mubarak muslim friends great ramadan month,POSITIVE
life shadow tragedy kl tahfiz centre,NEGATIVE
happy fasting korang,POSITIVE
to muslim friends familiesselamat berpuasawishing blessed ramadan familystay safe,POSITIVE
selamat berpuasahave blessed islamic fasting month holy ramadan n e,POSITIVE
collar anti kutu si bulus,NEUTRAL
jawatan kosong exxonmobil exploration production inc,NEUTRAL
perikatan rejects membership bid pejuang,NEGATIVE
jawatan kosong gas distribution,NEUTRAL
jawatan kosong tiger oilfield services m sdn bhd,NEUTRAL
biji selasih lime lemon cinnamon sticks star anise ginger ice drinks,NEUTRAL
india stop using yous dollar trading malaysia,NEGATIVE
india abandons us dollar trade deal malaysia,NEGATIVE
jawatan kosong penang development corporation,NEUTRAL
whether wee muslims nonmuslims lets strengthen resolve good good salam aidilfitri ingatan tulus ikhlas maaf zahir batin,POSITIVE
gelagat bazaar ramadan march,NEUTRAL
lrt ampangsp line operations six stations bandarayasentul suspended,NEGATIVE
dark cacao biji selasih smoothie black cincau pear white sesame seeds,NEUTRAL
thank trust us video tniau retrofit program part,POSITIVE
spicy tomato chicken ayam masak merah,NEUTRAL
jawatan kosong kansai paint pacific sdn bhd,NEUTRAL
happy monday happy fastingkalau batal try aja,POSITIVE
jawatan kosong kulim technology park corporation,NEUTRAL
it long time since paint photo took photo menara merdeka import photoshop paint over timelapse video youtube channel,NEUTRAL
one beautiful place buka puasa kl,POSITIVE
s sultan dipertuan agong queen azizah raja permaisuri agong visited ramadan bazaar greeted crowds victoria federal territory istana,NEUTRAL
dh mcm study kat egypt kalau mcmni kredit tt,NEUTRAL
viral anysahaju desahan bikin link video error,NEGATIVE
exploring biodiversity gunung mulu national park,NEUTRAL
good evening desaru,POSITIVE
worldwide scope utk sector yg besar,NEUTRAL
tkpe lah yg member dia happy dpt garfu tu hahaha kredit tt,POSITIVE
songkran outing ended tragedy myanmar man,NEGATIVE
areas lumpur kelantan johor record unhealthy api readings,NEGATIVE
ku sayang nur azlan forever weak leader,NEGATIVE
memalukan malaysian police officers charged robbing indonesian tourist melaka straits times,NEGATIVE
malaysia face shortage rice flour,NEGATIVE
office buka puasa dinner last night,NEUTRAL
passing merdeka tallest building,NEUTRAL
salahuddin buat spot check pasar chow kit via,NEUTRAL
best things melaka malacca,POSITIVE
official trailer khanzab gangguan dekat,NEUTRAL
fried chicken fish rice nasi melayu restaurant penang food video,NEUTRAL
the girls body sent hospital pulau pinang postmortem,NEUTRAL
the high commission wishes blessed eid alfitr selamat aildilfitri maaf zahir batin,POSITIVE
selamat aidilfitrieid mubarak everyone you maaf zahir batinps yet another eid seclusion family home friends,POSITIVE
sending warm greetings sincere wishes happy prosperous selamat aidilfitri,POSITIVE
the kampong spirit stays alive brunei darussalam staff,POSITIVE
happy eid mubarakselamat,POSITIVE
from east world would love wish muslim eid mubarak selamat eid alfitri maaf zahir batin,POSITIVE
selamat aidilfitri muslim friendsmaaf zahir batinholiday notice happy aidilfitri we closed st apr friday th apr monday,POSITIVE
eidul fitr al mubaraktaqabbal allaahu minnaa wa minkummay allah accepts good deeds us,POSITIVE
happy eid mubarak,POSITIVE
nurul akashah never truly celebrated aidilfitri,NEGATIVE
sulam kurung offer,NEUTRAL
so proud malaysian,POSITIVE
selamat aidilfitri our team tjs studysteps wishes happy blessed eid,POSITIVE
whatsapp location gambar sofa anda,NEUTRAL
raya outfit look,NEUTRAL
what need know nipah virus,NEUTRAL
malaysia hope make proud will showcasing wayang kulit art show sydney,POSITIVE
muke happy bila tol free happy balik kampung,POSITIVE
ku sayang pension malaysians crazy governmen,NEGATIVE
everything janji ok,POSITIVE
guys tol extra holiday raya malaysia boleh enjoy coming holidays,POSITIVE
beat crowds fly stressfree aidilfitri,POSITIVE
malaysia suffering haze,NEGATIVE
raya inner tali dagu tudung dagu antimigrain soft cotton kain gred snowcap offget shopee now,NEUTRAL
pdrm launch ops lancar ops selamat traffic operations raya igp,NEUTRAL
pm today launched sayr alsalikins masterpiece volumes iskandar zulkarnains hikayat wisma bahasa pustaka lumpur,NEUTRAL
unhealthy quality seberang jaya,NEGATIVE
ressa madah berhelah live cover hits by ziana zain,NEUTRAL
congratulations logitan november,POSITIVE
at top highest mountain mount kinabalu showing lfc mafla proud liverpool fan sabah malaysia,POSITIVE
moment horror bila beraya,NEGATIVE
cara efek bokeh photoshop artflicks,NEUTRAL
pelik sungguh arak mendakwa sijil halal jakimit really strange liquor products claim jakims halal certificate,NEGATIVE
korang nak idea deco modern style jam double sided wall ruang tamu,NEUTRAL
welcome new akaun,POSITIVE
aneka jaringan awarded rm million melaka project,NEUTRAL
tomorrow try best climb mount kinabalu,POSITIVE
selamat aidilfitri colleagues family celebrating,POSITIVE
balik kampung highway cctv monitor traffic ahead,NEUTRAL
cute kan powerbank ni source,POSITIVE
love mamak nasi kandar biriyani extra vegi ayam around rm,POSITIVE
i nasi kandar yummy nasi kandar,POSITIVE
about lose homes villagers kampung koskan tambahan say nowhere else go,NEGATIVE
jawatan kosong selangor human resource development centre shrdc,NEUTRAL
beli tp kena scam,NEGATIVE
nak beli whey mass gainer protein rojer sis,NEUTRAL
pengambilan segera part time klang area only vacancy open malaysia apply now,NEUTRAL
the remains famous national actor ridzuan hashim brought masjid batu hulu langat selangor buried dusun tua islamic cemetery,NEUTRAL
banglo kucing banglo kredit tt,NEUTRAL
teh tarik classic malaysian drinks,NEUTRAL
cuaca panas lari cameron highlands kosmo digital,NEUTRAL
missing cat missing cat taman penaga mewah seremban please contact see cat,NEGATIVE
bee hooi restaurant pulau tikus pg,NEUTRAL
corruptionumno zahid trying spring jail,NEGATIVE
wishing peace harmony happy wesak day,POSITIVE
happy wesak day us idfr,POSITIVE
happy vesak day,POSITIVE
new vlog the beautiful islands malaysia semporna sabah malaysian borneo,POSITIVE
lesen memandu renew years validity geng,NEUTRAL
bursa malaysias problem list may,NEGATIVE
jkdm periksa bagasi hand carry baggage via,NEUTRAL
macam membership kad aeon je netizen,NEUTRAL
harga small bar,NEUTRAL
river life confluence klang river gombak river jamek sultan samad mosque center,NEUTRAL
langkahlangkah elak serangan siberfollow steps ni safe okay guyssumber cybersecurity,POSITIVE
i love roti hot roti bawang cili rm,POSITIVE
another bunch idiots badut penjara buat pasal aje,NEGATIVE
malaysias abang adik wins udine competitions golden mulberry abang s,POSITIVE
surah al araf ayat urdu translation hijab,NEUTRAL
recreate artwork design baju sublimation pustaka permata ummah disusun artwork,NEUTRAL
just fan madedesign baju sublimation sempena pesta buku,NEUTRAL
malaysia china denmark good start sudirman cup,POSITIVE
pulau sable pulau kuda,NEUTRAL
ku sayang pension abused,NEGATIVE
ku sayang move forward new idea,POSITIVE
malaysiaku sayang pension abused,NEGATIVE
the president turun padang compete,NEUTRAL
photo studio kota kemuning,NEUTRAL
bike ride malaysian village sekinchan,NEUTRAL
best kripto ni,POSITIVE
kim pangon i make malaysians proud,POSITIVE
jawatan kosong asian football confederation afc,NEUTRAL
jawatan kosong weststar aviation services,NEUTRAL
cabinet tv murah bajet rm murahhhhh kualiti best,POSITIVE
terbaik dato anwar ibrahim terima kasih giving back full honesty,POSITIVE
spice mealtime delicious kelantanese nasi tumpang,POSITIVE
great deals wow storesjimat cashback free shipping pengalaman hebat layari,POSITIVE
tongkat ali health property,NEUTRAL
jawatan kosong lgm properties corporation,NEUTRAL
baju kurung moden kebaya lace ironless baju link shopee,NEUTRAL
masjid sendayan beautiful mosque must visit come malaysia h,POSITIVE
serbuk peppersalt ayam gunting uncle bob kg rm rm get shopee now,NEUTRAL
whatsapp scam alert,NEGATIVE
jawatan kosong petronas lubricants international,NEUTRAL
malaysia brings home silver medal,POSITIVE
batik fly maldives june,NEUTRAL
missing catlocation jalan cengalsetapak garden,NEGATIVE
bersatu information chief wan saiful wan submitted memorandum asking dipertuan agong allow establishment royal commission inquiry rci investigate littoral combat ship lcs scandal,NEGATIVE
during recent incident restaurant uda guy allegedly seen putting electronic cigarette vape childs mouth detained monday aug full article,NEGATIVE
ya know frustrates childhoodwhen open tin butter biscuits find needle threads,NEGATIVE
this massive problem none talks it extremely dangerous cannot tolerate this imagine sg sg s sg s loyal respectively would threat s national security hor,NEGATIVE
ccp peoplare ones enslaved organs harvested gang rape young people etc if think ccp saviour think again,NEGATIVE
crap la jibby dragged years ordinary citizen would thrown jail already,NEGATIVE
demo highlights serious lack education ethicsor paid attendnajib litigation come die prisona total idiot j lor,NEGATIVE
ya lor hear pdrm asking disperse anyone arrested illegal assembly gives,NEGATIVE
aug cosway merdeka countdown rebate promotionclick link details retweetfollow us promo,NEUTRAL
wrong business strategy lack choices among reasons mara digital mall failing compete counterparts like low yat say retail tycoon economist,NEGATIVE
dinamikjaya motors partners football association sponsor three units kia carnival,NEUTRAL
he also said transport minister wee ka siong discussions singaporean counterpart matter,NEUTRAL
further upside seen usdmyr near term uob,NEUTRAL
yinson greentech collaborate dinamikjaya motors lease kia evs customers,NEUTRAL
health minister khairy jamaluddin said ministry moh trying settle remaining cases soonest possible,NEUTRAL
changi rmk job slap face gov continue favour lousy government cannot decent job must leave home work another country,NEGATIVE
jalur gemilang siam paragon bangkok msia national day august love neighborhood vibes,POSITIVE
better go preparing lunch final verdict ds rosmah wife ex pm still dragging defence lawyer buy time send prison might sick leave afternoon postponing case get bomoh stand lah,NEGATIVE
based preliminary investigations police complainant touched poor form national badminton player lee zhi jia programme india pak long,NEGATIVE
election coming go yet stay use rhetoric dap chinese lks one last time then go lie down wait resurrection day lah jesus lord muhammad dead,NEGATIVE
they know plead ignorance nobody would believe la stupidest excuse ever,NEGATIVE
good evening friendsaerial view thean hou temple dusk evening shot,POSITIVE
shld immediately change menu flights frm chennaii flyed twice far chennai n chennai food horrible tasteplease provide proper food since v py high price ticketsboth veg n non veg bad,NEGATIVE
axia stops road buy mangga jeruk bangi causes hit run accident xtrail motorcycle,NEGATIVE
the yearold kampung laut mosque brought back original location years relocated nilam puri due floods,POSITIVE
let us balik kampung again time irl sisteri playing kampong horror explore different endings storylinestreaming youtubelink,NEUTRAL
just in new route link via telok gong masjid dumai sumatra developed cooperation private sector,NEUTRAL
the pps masjid al huda kampung hangus housed four elderly individuals children adults,NEUTRAL
another biker kicks destroys cars side mirror whilst move malaysia time kia cerato,NEGATIVE
a trip memory lane may falling disrepair still worth look kompleks muzium maritim samudera flor de la mar malacca,POSITIVE
aiyohstill thinking voting seriously wehmasih tak cukup kena hentam kehahahajust zero cents opinion lah jangan lah marahgo ahead lah guys younger generationsalways boring line,NEGATIVE
actually called intergenerational issue every generation different ways solve issue previous generation know cater current generation don think pass baton start prepped death,NEGATIVE
mazda suv suddenly brakes plus highway emergency lane causes accident motorcyclists,NEGATIVE
thank wan suraya wan radzi ceo institute integriti officiating matu district community integrity building,POSITIVE
a trip memory lane kompleks muzium maritim samudera flor de la mar malacca good job getting across complex local history,POSITIVE
inspired grandmother malaysias first woman lawyer lim beng hong petra oon beng ai fights equal rights calls support one another,POSITIVE
the department irrigation drainage would also widen deepen gelang patah river well widen sungai senapang build floodretaining wall kampung muafakat,NEUTRAL
sometimes get fed fickle mindedness removed something done bury dig again wtf wrong people country pokai must be tinking ways ketuk people comingexiting,NEGATIVE
southern muslim food fantastic price also cheaper hotel super duper cheap too although roti canai bit strangethey add sugar curry sweet,POSITIVE
besides offering illegal dentistry services operators also believed providing various illegal dentistry courses,NEGATIVE
pac today tabled report development procurement mysejahtera application health ministry moh finance ministry prime ministers department parliament,NEUTRAL
who rozanna dirty linen surprised la one many meh,NEGATIVE
that lip service la want find jho low scared stiff secrets jl holds,NEGATIVE
caretaker law minister wan junaidi tuanku jaafar insisted never ceded come control philippines read,NEUTRAL
menteri wan rosdy wan ismail said position pahang legislative assembly known soon passing state budget,NEUTRAL
oct chow tai fook autumn dealsclick link details retweetfollow us promo,NEUTRAL
modenas pulsar ns year mileage kmprice rm imotorbike offers days return policy months warranty checkpoints inspectionspm information,NEUTRAL
squall line trevor sql much johor singapore batam islands earlier todaysee,NEUTRAL
the suspect believed drugs since two three years ago eight previous records including drugrelated offences wan hassan,NEGATIVE
consul general muzambli markam delivered keynote speech conjunction chinese cultural forum hong kong shue yan university october,NEUTRAL
government finalises deal buy maritime patrol aircraft mpano mention aircraft types leonardo proposed atr mp twinturboprop aircraft s requirements,NEUTRAL
technically ask got screwed,NEGATIVE
about residents left homeless fire destroyed houses kampung tanjung kapur early morning,NEGATIVE
this guy brain cannot talk current issues affecting country meh tonnes issues provide solutions la gives crap israel,NEGATIVE
i reckon explain shit done instead give excuses la ships built owe billions mdb etc etc useless,NEGATIVE
ya lor pmdid nothing promise take action,NEGATIVE
bersatu youth chief wan fayhsal wan kamal says open contesting titiwangsa parliamentary seat coming general election ge,NEUTRAL
its sad st century universities government bunch idiots zealots choices universitiesskip um la,NEGATIVE
wee described statement anthony loke called bentong dap members ensure liow reclaim parliamentary seat one arrogant disrespectful,NEGATIVE
fuck banana leaf fucking rm cibai sei lao ss ffs,NEGATIVE
manpower crisis time pay workers higher rm cukup meh,NEGATIVE
razak kena sebijik high court judge kamal md shahidno parliament means find another excuse avoid jail time,NEGATIVE
malay bumi jadi pm ok ba speak mandarin problem even many speak mandarin one thing want like stk bad corrupted guys even high ranking youth wan sial kaki pulitik ba,NEGATIVE
kfc services getting worst slow la x la setvixe melayan haprek la mknn x cukup la tutup x according time la anginn aku laa,NEGATIVE
i privilege photograph beautiful solo show la la lian absolutely phenomenal,POSITIVE
do already indian dna pm years anther months britain far lack behind lah,NEGATIVE
the mossads attempt run covert operations recently publicly exposed failure also unwittingly disclosed recruits trains remotely controls cells local agents,NEGATIVE
more bullshit la somehow indians chinese always sidelinedwith indians getting brunt it false promises years false promises,NEGATIVE
denmark open finallee zii jia lost shi yu qi congrats shi yu qi wish lee zii jia best,POSITIVE
several fall canal old culvert collapses,NEGATIVE
quite ridiculous go basic necessity like eggs went get nasi goreng kampung tambah telur mata pakcik says bang telur takde la takde supply goodness government totally hopeless,NEGATIVE
must fill borang specific way postal vote rejected,NEGATIVE
show la evidence hard working buffalo working paddy fields also hard working least end produce rice end produce,NEGATIVE
eh care la take lrt shut affect him type leader want service providing moment crisis none big fat zero pathetic,NEGATIVE
that bugger avoiding issue even whimper him vote la,NEGATIVE
contradictory meh government rejected idea ph pushed like crazy got where say support sounds like tok kok,NEGATIVE
the pejuang gerakan chairman came fourth place contest perikatan nasionals suhaimi bin abdullahto keep deposits candidates must poll least oneeighth total votes,NEUTRAL
damn miss malaysian electionsgoing phone night watching lah,NEGATIVE
xi jin ping unhappy canadian leader leaking confidetial talk details press,NEGATIVE
i idea all hell doingare guys really working whatfor using back card islam cimb uob etc still won able use apple pay,NEGATIVE
about million per cent adults aged diabetes country almost half diabetics unaware disease status,NEGATIVE
as see pru already vote happened cibai politicshit jadi katak democrasy fuck democracy shit,NEGATIVE
overtake doublelined road accident resulting death years jail rmk fine,NEGATIVE
how quiet relaxing away buildings people westin desaru coast resort,POSITIVE
one w bad lah probably last political post,NEGATIVE
wtf russian expats got free medic treatment outsiders need pay higher locals,NEGATIVE
lamb chop selambak,NEUTRAL
batang located hulu selangor close another town called ulu yam together share authentic local culture well promote natural attraction them,POSITIVE
the best affordable homes developer award goes mah sing group berhad,POSITIVE
the special recognition csr accolade goes mah sing group berhad,POSITIVE
the special recognition esg accolade goes mah sing group berhad,POSITIVE
the special recognition sustainable designand construction accolade goes mah sing group berhad,POSITIVE
state barisan chief wan rosdy sworn pahang besar,NEUTRAL
the high court rejected applications kinabatangan mp bung moktar radin wife zizie izette review lower court ruling ordering enter defence charges corruption abetment read,NEGATIVE
the recent sad campsite operators responsibility one must also explore root responsibility logging deforestation around areas,NEGATIVE
watch reportsofficials said search remaining campers caught fridays deadly landslide unlicensed campsite continued second day halted overnight due bad weather,NEGATIVE
businessman siow chung peng ordered serve prison sentence today also paid fine,NEGATIVE
rmn studies operational sop old ships avoid unfortunate incident htms sukhotai,NEGATIVE
water village kampung air tanjung aru,NEUTRAL
cannot save la still continue vote idiots do brainwashed believe god,NEGATIVE
he care la far know holidaying n new zealand fucking expensive mean really fucking expensive mayb next life afford it,NEGATIVE
lmaoo think inlove milo ais tabur lah right good flight,POSITIVE
like dat lor deep rooted know wtf prob is nature poor maintenance years attitude dun fix unless broken knws inconsistent way people wrk here corruption remains constant,NEGATIVE
baru chef wan ttdi outlet cantik variety pastries meals kopi pun superb good cafe window area ttdichef wan,POSITIVE
malaysian john soh chee wen orchestrated pennystocks scam accomplice singaporean quah suling sentenced jail court citystate,NEGATIVE
pintasan saloma bridge saloma bridge klcc kampung,NEUTRAL
kampung forest water village several hundred houses faced brunt phenomenon past days,NEGATIVE
another stilt houses kampung forest sandakan collapsed due high tide phenomenon last nightthis brings total number affected houses,NEGATIVE
kampung miak residents forced use makeshift log bridge,NEGATIVE
singaporeans jb perform cpr car get petrol tank experts say cause system damage expensive repairs video,NEGATIVE
learn use grab app biz like spore parking taxis blocking way drivers damn annoying change improve wat difficult also offer cheaper fare says taxi association,NEGATIVE
the woman applied citizenship naturalisation application rejected last august,NEGATIVE
what dototally brainwashed continue suffer la,NEGATIVE
telco providers leak data make scam ubiquitous telco providers as telco sub workers sell customers data third parties even banks data king,NEGATIVE
this wholesome leh firefighter trying save dog danger yes dog giving silent treatment eventually dog got rescued releasedproud link,POSITIVE
happy chinese new year xin nian kuai le gong xi fa cai nanachi made abyss rabbit year uwu,POSITIVE
happy chinese new years gong xi fa cai,POSITIVE
happy chinese new year gong xi fa cai,POSITIVE
malacca river sceneryyou see kim seng bridge surau warisan dunia bastion middleburg melaka sultanate watermill oceans museum within ship replica flor de la mar,NEUTRAL
gong xi fa cai bruh hope get rich happy chinese new year plc training centre malaysia,POSITIVE
gong xi fa cai may good fortune abundant chinese new year,POSITIVE
we wish family blessed happy chinese new year gong xi fa chai wan shi ru yi,POSITIVE
ever issues woke bullshit rang complain wtf person do hey shit happening all dahlah monopolize yet get shit oi cny coming lah fixchange yr pipes etc all,NEGATIVE
eight hawker stalls astaka city stadium penang destroyed fire early morning,NEGATIVE
whole silly debate film shows regressive year long touch sensitive topics problem nobody forcing anyone watch fancy it watch backward mentality,NEGATIVE
obviously memory loss expected la clown,NEGATIVE
another hidden talent veri nice leh sayang oaodo support made lovely music,POSITIVE
people died landslide authorities looking campsite farm developed steep slope downhill road cut slope decades earlier,NEGATIVE
mcmc added total telephone lines including mobile fi lines sent dubious sms spam also terminated period,NEGATIVE
ukm vicechancellor prof ekhwan toriman said going cashless would make easier customers also enable systematic monitoring financial records,POSITIVE
jan la gourmet valentines day specialclick link details retweetfollow us promo,NEUTRAL
floods struck kampung parit warijo here road leading house inundated floodwaters nur akifa naila ewan najib worried would miss school,NEGATIVE
balik kampung coming we got special promo fares you seats limited book periodl may,POSITIVE
judge mohamad abazafree abbas also ordered petitioner wan mohamad hisham wan jalil pay costs totalling rm che alias,NEGATIVE
jumping bandwagon powdered insect miti minister who actually lost parliament seat talking billions investment insect farms malaysia getting hands dirty another non halal issue,NEGATIVE
viral cheesy kunafa kampung barupapa kanafa kampung baru,NEUTRAL
plus meru tunnel left lane closure kangsar ipoh southbound nightly till,NEUTRAL
finance ministry meet plus discuss johors request lanes yong pengskudai route,NEUTRAL
set host pata destination experience forum,NEUTRAL
show proof sufficient funds staying country,NEUTRAL
durian also common cc,NEUTRAL
bringing points refinancing would accelerate point owners recoup initial investment clearing path one third coal fleet retired repurposed within years,NEUTRAL
wat repeal talk injustice big joke millions r suffering injustice constitution drive lgbt talents away fr msia like lee sheng wu grandson late lee kuan yew kinsey scale test see many r bisexuality,NEGATIVE
it good back field trips kampung fun kites batik art hand fishing,POSITIVE
kena upah photographer time conversation nantikredit tt,NEUTRAL
the lorry driver sustained light injuries codriver severely injured stuck passenger seat,NEGATIVE
the question posed kelvin yii bandar kuchingph health minister also wanted know ministrys plan optimise use app,NEUTRAL
question islamic countries coming aid pakistan etc etc,NEUTRAL
malacca sch trip flor de la mar maritime museum replica portuguese ship sank cost malaca,NEUTRAL
ya lor worse before totally neglected budget race bias need analysis,NEGATIVE
minister nga kor ming says quality quantity main problem malaysias public housing sector,NEGATIVE
so convenient throw jail la spreading misinformation blatantly lying consequences,NEGATIVE
the engineer suspected received bribe namely mitsubishi lancer cta car,NEGATIVE
bersatu info chief wan saiful pleaded guilty corruption charges claimed trial bail set rm surrender passport court march,NEGATIVE
one reasons rejected s fighter parts tejas interchangeable tejas due low build quality lack precision engineering parts handcrafted fit specific tejas aircraft,NEGATIVE
never mind internal external fail gym owner staff member tragic reflection society needs reset sorry say la,NEGATIVE
dumb ass need gravyjust ask la difficult meh childish everyone knows it,NEGATIVE
some traders hawkers allegedly taking advantage business unauthorised locations sidewalks thus blocking pedestrian traffic,NEGATIVE
three nepalese guards charged gruesome murder colleague january,NEGATIVE
former military officer azmi ali pleaded guilty one count criminal intent seducing yearold woman intercourse early,NEGATIVE
penang gerai jalanan char fun nostalgia pulau pinang char hor funkeseronokan char hor zaman dahulu pulau pinang penuh kuali hei char hor fun lebuh pantai,POSITIVE
to wondering nationality came fromi malaysian japanesei speak fluent japanese malay language born malaysia growing tokyo currently living malaysiaaku cakap bahasa lah,NEUTRAL
testing galaxy ultra random subjects like lizards events shot normal portrait macro modes quite impressive must say,POSITIVE
it also spreading purification scan give use link profile,NEUTRAL
hokkien prawn mee loh mee penang famous food dinner supper video,NEUTRAL
as year eeded age limit armada membership wan fayhsal said,NEUTRAL
the defence ministry contact perbadanan perwira armed forces fund board ltat identify actual number veterans affected disaster,NEUTRAL
national school teachers generally sucks from past experience know bm accorded privileges all worked chinese indians going language schools affect privileges,NEGATIVE
get startedso actually paid till end due printing error etc cert said but clowns still tried scam us,NEGATIVE
boon siew honda teases vario scooter smaller capacity engine version coming soon malaysia,NEUTRAL
ancient border marker siam perak siam nowadays perak state n e,NEUTRAL
a bus driver smuggled singaporean friend hiding engine compartment vehicle man claimed facing lengthy jail sentence singapore,NEGATIVE
done watching forensik singaporean malay production full stars impressive plot teleplay chemistry lead cast fauzie yuslina ellent directing editing also starring malaysian actor wan hanafi su cc,POSITIVE
since introduction small engine kapcai motorcycles country decades ago motorcyclists killed roads august,NEGATIVE
sim tze tzin phbayan baru wanted know whether ministry would technical audit idme moeis often experience technical problems make teachers jobs difficult,NEGATIVE
many famous n talentswe malaysian outstanding hk star also hk star become malaysian,POSITIVE
people hammering present government wout considering shit theyve inherited give years evaluate la barely mths wee taking highhorse pass judgementfundamental question deliver months,NEGATIVE
irrelevant la,NEGATIVE
quite clear motorcyclist ran back car yet idiot want blame car go pdrm recording see kena saman,NEGATIVE
an angry mob allegedly beat lorry driver,NEGATIVE
insignificant since turnout proves guilty la support crook understand morality,NEGATIVE
as malaysian appalled also tad bit embarrassed recent incident customer disrespected colleague presentation curious know others experienced think work ethics malaysia faced similar situations,NEGATIVE
hisyam teh poh teik says charge included two distinct offences namely reckless driving driving dangerous manner,NEGATIVE
machang mp wan fayhsal wan kamal says attempts raise questions visit ministers question time morning also rejected,NEGATIVE
timbalan lim hui ying ditegur speaker,NEUTRAL
property investment its tenants market its also buyers market,NEUTRAL
from friend why pak pandir refuse become politician said he would rather stick day job chasing chickens making coconut oil plus didnt want lower iq average parliament,NEGATIVE
will dump theus dollar instead use chinese yuan video firstpost via,NEUTRAL
use data market analysis lead generation price monitoring etc,NEUTRAL
scam scam scami found post fb grp saying wanted sell p tickets friend went private message her,NEGATIVE
a day kampung baruthis shot taken olympus mm f zoom lens photowalk friends,NEUTRAL
now till apr gong cha foodpanda pestapanda promotionclick link details retweetfollow us promo,NEUTRAL
cover story wan razly transforming affin,NEUTRAL
kdeb waste management chief eutive officer ramli tahir said tons daily domestic waste selangor tons waste across malaysia,NEGATIVE
hyundai creta tempahan msia dilengkapi adas apple car play android auto wayar,NEUTRAL
sarawak affairs head hamdan mohamad said travellers looking balik kampung season enjoy fi fare promo rm one way,POSITIVE
the retirement savings fund said always maintained sufficient liquidity meet obligations,NEUTRAL
property investment every increase interest rate means much extra repayment per month,NEUTRAL
guys rilek lah come visit better yet real diversity culture,POSITIVE
when victims coworkers tried tie suspect upon employers instruction yearold man suspect tried kill slashing throat knife,NEGATIVE
the ministry health moh said today received two reports food poisoning incidents occurred ramadan bazaars far last week,NEGATIVE
moh informed patients highrisk groups elderly individuals comorbidities increase burden health services,NEGATIVE
on aug last year hasbie muda pleaded guilty charge failing notify dang wangi police five days staging gatherings,NEGATIVE
these condo landed also extremely expensive,NEGATIVE
deputy education minister lim hui ying says schools told close event api reading above,NEUTRAL
additions malaysian list posted wild bird club fbgreater spotted eagle clanga clanga chiu ccpheasanttailed jacana hydrophasianus chirurgus chiu cc,NEUTRAL
usdmyr upside meet tough resistance uob,NEGATIVE
v sivakumar said matter would given due attention government since employers refuse recognise unions companies,NEGATIVE
perodua axia deliveries continue despite daihatsu crash test issue,NEUTRAL
you want waste money la,NEGATIVE
leaders drugs hiv response feedback discussions providing drug treatment people use methamphetamine on stimulants hiv course,NEUTRAL
drugs health team week with moh aadk delivering training hiv prevention toolkit people use stimulant drugs strenthening regional response based responses,NEUTRAL
i pity kedah folks voted bums state government suffer la,NEGATIVE
the landslide maca entrance resulted collapse command post area affected landslide estimated x sq ft,NEGATIVE
the residents kampung koskan tambahan say nowhere go yet another eviction date looms,NEGATIVE
those reoffend serve remainder sentence additional penalty,NEGATIVE
boycott la fucking hopeless airline want suck money provide lousy service,NEGATIVE
the residents kampung koskan tambahan also seeking official documentation houses promised agreed vacate village,NEUTRAL
i year old wan qistina suffer nose bleeds due hot weather malaysia let focus school current situation always facing,NEGATIVE
people getting impatient speeding unnecessarily driving tailgate unnecessarily even though fast lane people accidents wonder life value,NEGATIVE
discover hidden gem melaka indulge serene getaway kampung pinang sebatang chalet nestled picturesque pengkalan balak melakahas many hotels luxury budget book choice agoda click,POSITIVE
the young man also found psychiatrists treatment card hospital umum still undergoing followup treatment,NEUTRAL
i like chinese girl earn money themself need use money useless fck also need ask dad need amoi bela kucing kesian,NEGATIVE
